success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
False,f10,f10,0.1_sgd_wd,0.1,sgd,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/0.1_sgd_wd
False,f10,f10,0.2_sgd_wd,0.2,sgd,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/0.2_sgd_wd
False,f10,f10,0.5_sgd_wd,0.5,sgd,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/0.5_sgd_wd
False,f10,f10,1.0_sgd_wd,1.0,sgd,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/1.0_sgd_wd
False,f10,f10,dropout_p0.0,0.0,adam,0.0,False,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/dropout_p0.0
False,f10,f10,dropout_p0.1,0.0,adam,0.1,False,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/dropout_p0.1
False,f10,f10,dropout_p0.2,0.0,adam,0.2,False,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/dropout_p0.2
False,f10,f10,dropout_p0.3,0.0,adam,0.3,False,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/dropout_p0.3
False,f10,f10,dropout_p0.5,0.0,adam,0.5,False,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/dropout_p0.5
False,f10,f10,wd_lam0,0.0,adam,0.0,False,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/wd_lam0
False,f10,f10,wd_lam1e-5,0.0,adam,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/wd_lam1e-5
False,f10,f10,wd_lam1e-4,0.0,adam,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/wd_lam1e-4
False,f10,f10,wd_lam1e-3,0.0,adam,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/wd_lam1e-3
False,f10,f10,wd_lam1e-2,0.0,adam,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f10/wd_lam1e-2
